,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
765,ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/307770341/,Москва,sale,flat,9,18,4,176.6,96000000.0,Хорошевский, Гризодубовой,4К4,ЦСКА,Гранд-парк
766,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295395551/,Москва,sale,flat,4,21,4,136.0,170000000.0,Пресненский, Костикова,4к6,Улица 1905 года,Lucky
767,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300298586/,Москва,sale,flat,13,16,4,195.0,185000000.0,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
768,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/305062345/,Москва,sale,flat,2,4,-1,245.4,230000000.0,Крылатское,Островной проезд,10к2,Молодёжная,Остров Фантазий
769,Сергей Климешов,realtor,https://www.cian.ru/sale/flat/301428962/,Москва,sale,flat,82,85,4,285.0,251000000.0,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО
770,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309680698/,Москва,sale,flat,5,12,4,137.0,280000000.0,Хамовники, Усачева,13,Спортивная,Садовые кварталы
771,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309680694/,Москва,sale,flat,5,12,3,135.0,280000000.0,Хамовники, Усачева,13,Спортивная,Садовые кварталы
772,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/294650782/,Москва,sale,flat,8,8,-1,952.0,3424172500.0,Пресненский,Гранатный переулок,8С4,Баррикадная,Гранатный Палас
773,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/309499488/,Москва,sale,flat,6,9,1,33.0,11200000.0,Ясенево,Голубинская ,15/10,Ясенево,
774,ID 17498307,homeowner,https://www.cian.ru/sale/flat/308837547/,Москва,sale,flat,5,10,1,40.4,28200000.0,Дорогомилово,Кутузовский проспект,30,Кутузовская,
775,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308709751/,Москва,sale,flat,4,5,3,64.8,37990000.0,Даниловский,проспект Лихачева,22,Технопарк,Nagatino i-Land
776,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/309705508/,Москва,sale,flat,36,40,3,110.2,54000000.0,Кунцево,Рублевское шоссе,107,Молодёжная,Рублевские Огни
777,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308009499/,Москва,sale,flat,3,19,5,217.2,84900000.0,Проспект Вернадского, Лобачевского,92К4,Мичуринский проспект,
778,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380778/,Москва,sale,flat,5,12,4,157.3,120000000.0,Тверской,1-й Тверской-Ямской переулок,11,Маяковская,
779,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299739475/,Москва,sale,flat,2,3,4,126.0,125000000.0,Мещанский,Варсонофьевский переулок,8С3,Кузнецкий мост,
780,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/302341293/,Москва,sale,flat,5,5,5,250.0,130000000.0,Пресненский, Спиридоновка,27/24,Баррикадная,
781,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/305062309/,Москва,sale,flat,2,5,5,160.8,222624801.0,Пресненский,Спиридоньевский переулок,12/9,Пушкинская,
782,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309672989/,Москва,sale,flat,17,17,-1,230.0,269000000.0,Донской, Орджоникидзе,1,Шаболовская,Barkli Residence
783,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298111075/,Москва,sale,flat,3,7,3,154.2,313832319.0,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус
784,САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/307201695/,Москва,sale,flat,11,11,4,303.0,540000000.0,Хамовники,Трубецкая ,12,Фрунзенская,Садовые кварталы
785,Наталия  Новикова,realtor,https://www.cian.ru/sale/flat/305959778/,Москва,sale,flat,13,17,1,37.0,9600000.0,Южное Бутово, Кадырова,8,Бунинская аллея,
786,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/309669190/,Москва,sale,flat,8,12,2,49.4,12490000.0,Косино-Ухтомский, Черное Озеро,12,Улица Дмитриевского,
787,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/303918727/,Москва,sale,flat,22,29,1,32.8,16850000.0,Нагатино-Садовники,Варшавское шоссе,37Ак3,Нагатинская,Rotterdam
788,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306787848/,Москва,sale,flat,9,11,2,62.9,35500000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее
789,Основа,developer,https://www.cian.ru/sale/flat/286347130/,Москва,sale,flat,2,29,2,45.7,14893630.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
790,ID 96911431,homeowner,https://www.cian.ru/sale/flat/308567023/,Москва,sale,flat,3,9,2,38.0,15700000.0,Марьина роща,Шереметьевская ,41,Бутырская,
791,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/303016403/,Москва,sale,flat,12,28,1,45.2,20500000.0,Даниловский,Автозаводская ,,ЗИЛ,Shagal
792,МГСН-Проспект Мира,real_estate_agent,https://www.cian.ru/sale/flat/309348457/,Москва,sale,flat,3,9,3,62.0,21490000.0,Тимирязевский,Дмитровское шоссе,27К2,Петровско-Разумовская,
793,GloraX,developer,https://www.cian.ru/sale/flat/303476993/,Москва,sale,flat,2,21,-1,35.5,21969999.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
794,Центр-Инвест,developer,https://www.cian.ru/sale/flat/298334754/,Москва,sale,flat,24,35,2,44.2,22430929.0,Левобережный,Фестивальная ,15к24/3,Речной вокзал,Фестиваль парк-2
795,Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/307608363/,Москва,sale,flat,12,16,3,72.2,25000000.0,Дмитровский,Лобненская ,13К2,Лианозово,Дмитровский парк
796,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307261417/,Москва,sale,flat,3,7,2,83.0,32000000.0,Можайский,Верейская ,29С151,Давыдково,Loft 151
797,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306991820/,Москва,sale,flat,17,39,4,95.1,40300000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
798,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303868901/,Москва,sale,flat,28,29,3,90.0,45600000.0,Нагатино-Садовники,Варшавское шоссе,37АС2,Нагатинская,Rotterdam
799,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301961158/,Москва,sale,flat,6,8,3,98.6,46000000.0,Раменки, Янковского,1к2,Аминьевская,Событие
800,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309165820/,Москва,sale,flat,12,24,3,100.5,46500000.0,Готовая 3-к. кв-ра в е Кунцево3-комн. квартира,12/24 этаж,,,
801,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/274593959/,Москва,sale,flat,3,5,2,44.3,47900000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
802,Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/301174011/,Москва,sale,flat,20,46,2,69.9,50817046.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский
803,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304370916/,Москва,sale,flat,8,12,3,100.0,63000000.0,Аэропорт,Ленинградский проспект,36с30,Динамо,ВТБ Арена парк
804,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299880493/,Москва,sale,flat,3,28,3,68.0,62900000.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
805,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/309180426/,Москва,sale,flat,9,53,4,97.6,65000000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
806,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303784735/,Москва,sale,flat,39,47,3,144.4,65000000.0,Раменки,Мосфильмовская ,70,Ломоносовский проспект,Воробьевы Горы
807,Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/259124233/,Москва,sale,flat,13,13,3,99.0,66000000.0,Замоскворечье,3-й Люсиновский переулок,1С1,Серпуховская,
808,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/304316370/,Москва,sale,flat,6,8,4,132.0,71700000.0,Тверской,Тверская ,27С2,Маяковская,
809,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303477907/,Москва,sale,flat,8,17,3,111.5,82000000.0,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar
810,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/304046651/,Москва,sale,flat,16,17,5,217.4,85000000.0,Раменки,Мичуринский проспект,19К1,Раменки,
811,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/307822692/,Москва,sale,flat,4,15,3,121.1,85500000.0,Пресненский,Зоологическая ,30С2,Баррикадная,
812,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/309557452/,Москва,sale,flat,1,10,3,101.2,109000000.0,Дорогомилово,,3к7,Поклонная,Виктори Парк Резиденсез ЖК
813,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/305527546/,Москва,sale,flat,6,10,3,102.8,109000000.0,Дорогомилово,,3к8,Поклонная,Виктори Парк Резиденсез ЖК
814,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/309388822/,Москва,sale,flat,3,13,3,103.9,109999900.0,Дорогомилово,,3к5,Парк Победы,Виктори Парк Резиденсез ЖК
815,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298050415/,Москва,sale,flat,11,13,2,83.0,110000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
816,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/307708042/,Москва,sale,flat,5,13,3,117.2,116500000.0,Дорогомилово,,3к4,Парк Победы,Виктори Парк Резиденсез ЖК
817,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302456746/,Москва,sale,flat,4,7,3,96.0,120000000.0,Замоскворечье,Садовническая ,57С2,Павелецкая,Wine House
818,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308642966/,Москва,sale,flat,5,41,4,133.4,125000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
819,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/309388825/,Москва,sale,flat,2,13,4,136.2,125000000.0,Дорогомилово,,3к3,Парк Победы,Виктори Парк Резиденсез ЖК
820,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306268386/,Москва,sale,flat,66,79,3,113.0,150000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
821,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309533300/,Москва,sale,flat,3,4,5,170.6,169000000.0,Хамовники,Гагаринский переулок,35,Смоленская,
